78.701172	108.657498
N_steps             : 20001
error(proposed)     : 78.701172
error(original)     : 108.657498
A01_Estimator_Total_Time                           : 490.495901
A02_Estimator_Setup_Time                           : 2.176906
A03_Estimator_Solving_Time                         : 434.039608
A04_Estimator_Filtering_Process_Time               : 1.646082
A05_Estimator_KF_Process_Time                      : 51.627875
A06_Solver_PMSs_Solving_Time                       : 420.174936
B01_Number_of_PMSs                                 : 9.618026
B02_Number_of_Filtered_PMSs                        : 4.048392
B03_Number_of_PMSs_to_KF                           : 4.048392
C01_Number_of_Selection_Fail_Timesteps             : 0.063671
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001118
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001118
D01_Number_of_Reflections(sim)                     : 0.581931
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.003354
F01_Number_of_Failed_Timesteps                     : 0.060847
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 78.701172
G02_Estimation_Error_Reference(sim)                : 108.657498
G03_Estimation_Error_Except_Fail                   : 66.306444
G04_Estimation_Error_Except_Fail_Ref               : 100.674866
G05_Estimation_Error_Except_Strict_Fail            : 66.306444
G06_Estimation_Error_Except_Strict_Fail_Ref        : 100.674866
H01_Reception_Fails(<3)                            : 0.059797
H02_Reception_Fails_Ref.(<3)                       : 0.059797
H03_Strict_Reception_Fails(<_NV)                   : 0.059797
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.059797
