41.961574	76.959378
N_steps             : 20001
error(proposed)     : 41.961574
error(original)     : 76.959378
A01_Estimator_Total_Time                           : 3270.210172
A02_Estimator_Setup_Time                           : 3.390037
A03_Estimator_Solving_Time                         : 3200.352061
A04_Estimator_Filtering_Process_Time               : 10.628638
A05_Estimator_KF_Process_Time                      : 53.542410
A06_Solver_PMSs_Solving_Time                       : 3106.939645
B01_Number_of_PMSs                                 : 56.961294
B02_Number_of_Filtered_PMSs                        : 3.429108
B03_Number_of_PMSs_to_KF                           : 3.429108
C01_Number_of_Selection_Fail_Timesteps             : 0.020657
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.022692
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.022692
D01_Number_of_Reflections(sim)                     : 0.759990
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.820970
F01_Number_of_Failed_Timesteps                     : 0.041548
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 41.961574
G02_Estimation_Error_Reference(sim)                : 76.959378
G03_Estimation_Error_Except_Fail                   : 36.628080
G04_Estimation_Error_Except_Fail_Ref               : 69.105856
G05_Estimation_Error_Except_Strict_Fail            : 29.682514
G06_Estimation_Error_Except_Strict_Fail_Ref        : 56.828646
H01_Reception_Fails(<3)                            : 0.019799
H02_Reception_Fails_Ref.(<3)                       : 0.019799
H03_Strict_Reception_Fails(<_NV)                   : 0.211789
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.211789
