242.524197	249.882107
N_steps             : 20001
error(proposed)     : 242.524197
error(original)     : 249.882107
A01_Estimator_Total_Time                           : 717.316840
A02_Estimator_Setup_Time                           : 6.729167
A03_Estimator_Solving_Time                         : 653.017940
A04_Estimator_Filtering_Process_Time               : 2.270689
A05_Estimator_KF_Process_Time                      : 53.697049
A06_Solver_PMSs_Solving_Time                       : 628.333767
B01_Number_of_PMSs                                 : 13.013455
B02_Number_of_Filtered_PMSs                        : 3.881800
B03_Number_of_PMSs_to_KF                           : 3.881800
C01_Number_of_Selection_Fail_Timesteps             : 1.873553
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.020110
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.020110
D01_Number_of_Reflections(sim)                     : 0.482205
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.386140
F01_Number_of_Failed_Timesteps                     : 0.654417
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 242.524197
G02_Estimation_Error_Reference(sim)                : 249.882107
G03_Estimation_Error_Except_Fail                   : 96.845607
G04_Estimation_Error_Except_Fail_Ref               : 55.255133
G05_Estimation_Error_Except_Strict_Fail            : 84.689855
G06_Estimation_Error_Except_Strict_Fail_Ref        : 43.729133
H01_Reception_Fails(<3)                            : 0.647468
H02_Reception_Fails_Ref.(<3)                       : 0.647468
H03_Strict_Reception_Fails(<_NV)                   : 0.993950
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.993950
