24.930763	63.234262
N_steps             : 20001
error(proposed)     : 24.930763
error(original)     : 63.234262
A01_Estimator_Total_Time                           : 1187.746005
A02_Estimator_Setup_Time                           : 3.922073
A03_Estimator_Solving_Time                         : 1127.224507
A04_Estimator_Filtering_Process_Time               : 4.137305
A05_Estimator_KF_Process_Time                      : 51.312113
A06_Solver_PMSs_Solving_Time                       : 1096.396643
B01_Number_of_PMSs                                 : 21.163970
B02_Number_of_Filtered_PMSs                        : 3.656031
B03_Number_of_PMSs_to_KF                           : 3.656031
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008166
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008166
D01_Number_of_Reflections(sim)                     : 1.198095
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.031100
F01_Number_of_Failed_Timesteps                     : 0.008100
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 24.930763
G02_Estimation_Error_Reference(sim)                : 63.234262
G03_Estimation_Error_Except_Fail                   : 24.930763
G04_Estimation_Error_Except_Fail_Ref               : 63.234262
G05_Estimation_Error_Except_Strict_Fail            : 24.881825
G06_Estimation_Error_Except_Strict_Fail_Ref        : 63.290143
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.001550
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.001550
