210.268708	223.771287
N_steps             : 20001
error(proposed)     : 210.268708
error(original)     : 223.771287
A01_Estimator_Total_Time                           : 797.268185
A02_Estimator_Setup_Time                           : 3.977782
A03_Estimator_Solving_Time                         : 722.277588
A04_Estimator_Filtering_Process_Time               : 3.240343
A05_Estimator_KF_Process_Time                      : 66.124827
A06_Solver_PMSs_Solving_Time                       : 695.538213
B01_Number_of_PMSs                                 : 15.486217
B02_Number_of_Filtered_PMSs                        : 4.687656
B03_Number_of_PMSs_to_KF                           : 4.687656
C01_Number_of_Selection_Fail_Timesteps             : 0.835992
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.007928
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.007928
D01_Number_of_Reflections(sim)                     : 0.662211
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.450078
F01_Number_of_Failed_Timesteps                     : 0.457677
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 210.268708
G02_Estimation_Error_Reference(sim)                : 223.771287
G03_Estimation_Error_Except_Fail                   : 122.354506
G04_Estimation_Error_Except_Fail_Ref               : 108.718682
G05_Estimation_Error_Except_Strict_Fail            : 48.138357
G06_Estimation_Error_Except_Strict_Fail_Ref        : 32.131012
H01_Reception_Fails(<3)                            : 0.453377
H02_Reception_Fails_Ref.(<3)                       : 0.453377
H03_Strict_Reception_Fails(<_NV)                   : 0.768812
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.768812
