38.519395	92.793903
N_steps             : 20001
error(proposed)     : 38.519395
error(original)     : 92.793903
A01_Estimator_Total_Time                           : 400.819410
A02_Estimator_Setup_Time                           : 2.623449
A03_Estimator_Solving_Time                         : 353.865525
A04_Estimator_Filtering_Process_Time               : 2.081881
A05_Estimator_KF_Process_Time                      : 41.334355
A06_Solver_PMSs_Solving_Time                       : 344.730999
B01_Number_of_PMSs                                 : 6.889134
B02_Number_of_Filtered_PMSs                        : 3.016527
B03_Number_of_PMSs_to_KF                           : 3.016527
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.004722
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.004722
D01_Number_of_Reflections(sim)                     : 1.414025
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.014166
F01_Number_of_Failed_Timesteps                     : 0.004700
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 38.519395
G02_Estimation_Error_Reference(sim)                : 92.793903
G03_Estimation_Error_Except_Fail                   : 38.519395
G04_Estimation_Error_Except_Fail_Ref               : 92.793903
G05_Estimation_Error_Except_Strict_Fail            : 38.519395
G06_Estimation_Error_Except_Strict_Fail_Ref        : 92.793903
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
