128.125274	155.767010
N_steps             : 20001
error(proposed)     : 128.125274
error(original)     : 155.767010
A01_Estimator_Total_Time                           : 659.691903
A02_Estimator_Setup_Time                           : 2.561941
A03_Estimator_Solving_Time                         : 586.391664
A04_Estimator_Filtering_Process_Time               : 2.101537
A05_Estimator_KF_Process_Time                      : 67.521695
A06_Solver_PMSs_Solving_Time                       : 565.765084
B01_Number_of_PMSs                                 : 12.420499
B02_Number_of_Filtered_PMSs                        : 4.956543
B03_Number_of_PMSs_to_KF                           : 4.956543
C01_Number_of_Selection_Fail_Timesteps             : 0.366655
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 0.546635
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.268287
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 128.125274
G02_Estimation_Error_Reference(sim)                : 155.767010
G03_Estimation_Error_Except_Fail                   : 78.326130
G04_Estimation_Error_Except_Fail_Ref               : 86.581266
G05_Estimation_Error_Except_Strict_Fail            : 78.326130
G06_Estimation_Error_Except_Strict_Fail_Ref        : 86.581266
H01_Reception_Fails(<3)                            : 0.268287
H02_Reception_Fails_Ref.(<3)                       : 0.268287
H03_Strict_Reception_Fails(<_NV)                   : 0.268287
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.268287
