71.107839	98.377121
N_steps             : 20001
error(proposed)     : 71.107839
error(original)     : 98.377121
A01_Estimator_Total_Time                           : 2446.527463
A02_Estimator_Setup_Time                           : 3.258228
A03_Estimator_Solving_Time                         : 2372.895986
A04_Estimator_Filtering_Process_Time               : 9.170058
A05_Estimator_KF_Process_Time                      : 59.155604
A06_Solver_PMSs_Solving_Time                       : 2302.678452
B01_Number_of_PMSs                                 : 45.529631
B02_Number_of_Filtered_PMSs                        : 3.876696
B03_Number_of_PMSs_to_KF                           : 3.876696
C01_Number_of_Selection_Fail_Timesteps             : 0.084167
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.027741
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.027741
D01_Number_of_Reflections(sim)                     : 0.632588
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.529798
F01_Number_of_Failed_Timesteps                     : 0.100645
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 71.107839
G02_Estimation_Error_Reference(sim)                : 98.377121
G03_Estimation_Error_Except_Fail                   : 57.763650
G04_Estimation_Error_Except_Fail_Ref               : 80.349708
G05_Estimation_Error_Except_Strict_Fail            : 40.312740
G06_Estimation_Error_Except_Strict_Fail_Ref        : 56.601323
H01_Reception_Fails(<3)                            : 0.075696
H02_Reception_Fails_Ref.(<3)                       : 0.075696
H03_Strict_Reception_Fails(<_NV)                   : 0.485776
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.485776
