40.627243	92.732324
N_steps             : 20001
error(proposed)     : 40.627243
error(original)     : 92.732324
A01_Estimator_Total_Time                           : 482.685020
A02_Estimator_Setup_Time                           : 2.201353
A03_Estimator_Solving_Time                         : 428.720591
A04_Estimator_Filtering_Process_Time               : 1.552154
A05_Estimator_KF_Process_Time                      : 49.329709
A06_Solver_PMSs_Solving_Time                       : 414.059870
B01_Number_of_PMSs                                 : 9.083667
B02_Number_of_Filtered_PMSs                        : 3.827806
B03_Number_of_PMSs_to_KF                           : 3.827806
C01_Number_of_Selection_Fail_Timesteps             : 0.000551
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001503
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001503
D01_Number_of_Reflections(sim)                     : 0.853707
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.004509
F01_Number_of_Failed_Timesteps                     : 0.002050
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 40.627243
G02_Estimation_Error_Reference(sim)                : 92.732324
G03_Estimation_Error_Except_Fail                   : 40.562607
G04_Estimation_Error_Except_Fail_Ref               : 92.490477
G05_Estimation_Error_Except_Strict_Fail            : 40.562607
G06_Estimation_Error_Except_Strict_Fail_Ref        : 92.490477
H01_Reception_Fails(<3)                            : 0.000550
H02_Reception_Fails_Ref.(<3)                       : 0.000550
H03_Strict_Reception_Fails(<_NV)                   : 0.000550
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000550
