78.005045	451.588629
N_steps             : 20001
error(proposed)     : 78.005045
error(original)     : 451.588629
A01_Estimator_Total_Time                           : 19090.527384
A02_Estimator_Setup_Time                           : 14.821725
A03_Estimator_Solving_Time                         : 18626.225552
A04_Estimator_Filtering_Process_Time               : 67.357663
A05_Estimator_KF_Process_Time                      : 372.999747
A06_Solver_PMSs_Solving_Time                       : 18159.884238
B01_Number_of_PMSs                                 : 280.499089
B02_Number_of_Filtered_PMSs                        : 19.294392
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.012401
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.012401
D01_Number_of_Reflections(sim)                     : 8.543734
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.062006
F01_Number_of_Failed_Timesteps                     : 0.012249
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 78.005045
G02_Estimation_Error_Reference(sim)                : 451.588629
