66.278296	136.793910
N_steps             : 20001
error(proposed)     : 66.278296
error(original)     : 136.793910
A01_Estimator_Total_Time                           : 645.139417
A02_Estimator_Setup_Time                           : 2.520626
A03_Estimator_Solving_Time                         : 572.187743
A04_Estimator_Filtering_Process_Time               : 2.484935
A05_Estimator_KF_Process_Time                      : 66.530994
A06_Solver_PMSs_Solving_Time                       : 553.282721
B01_Number_of_PMSs                                 : 11.527754
B02_Number_of_Filtered_PMSs                        : 4.523056
C01_Number_of_Selection_Fail_Timesteps             : 0.079806
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000162
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000162
D01_Number_of_Reflections(sim)                     : 0.680562
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000486
F01_Number_of_Failed_Timesteps                     : 0.074046
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 66.278296
G02_Estimation_Error_Reference(sim)                : 136.793910
G03_Estimation_Error_Except_Fail                   : 48.931916
G04_Estimation_Error_Except_Fail_Ref               : 117.165557
G05_Estimation_Error_Except_Strict_Fail            : 48.931916
G06_Estimation_Error_Except_Strict_Fail_Ref        : 117.165557
H01_Reception_Fails(<3)                            : 0.073896
H02_Reception_Fails_Ref.(<3)                       : 0.073896
H03_Strict_Reception_Fails(<_NV)                   : 0.073896
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.073896
