129.337171	256.021220
N_steps             : 20001
error(proposed)     : 129.337171
error(original)     : 256.021220
A01_Estimator_Total_Time                           : 1731.327327
A02_Estimator_Setup_Time                           : 5.656957
A03_Estimator_Solving_Time                         : 1581.803754
A04_Estimator_Filtering_Process_Time               : 8.093193
A05_Estimator_KF_Process_Time                      : 134.347147
A06_Solver_PMSs_Solving_Time                       : 1537.482482
B01_Number_of_PMSs                                 : 31.380430
B02_Number_of_Filtered_PMSs                        : 10.023924
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001051
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001051
D01_Number_of_Reflections(sim)                     : 6.012563
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.003153
F01_Number_of_Failed_Timesteps                     : 0.001050
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 129.337171
G02_Estimation_Error_Reference(sim)                : 256.021220
