60.101493	93.494724
N_steps             : 20001
error(proposed)     : 60.101493
error(original)     : 93.494724
A01_Estimator_Total_Time                           : 2424.851763
A02_Estimator_Setup_Time                           : 3.160262
A03_Estimator_Solving_Time                         : 2353.784094
A04_Estimator_Filtering_Process_Time               : 8.515168
A05_Estimator_KF_Process_Time                      : 57.487510
A06_Solver_PMSs_Solving_Time                       : 2282.071222
B01_Number_of_PMSs                                 : 43.464936
B02_Number_of_Filtered_PMSs                        : 3.671276
B03_Number_of_PMSs_to_KF                           : 3.671276
C01_Number_of_Selection_Fail_Timesteps             : 0.065373
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.027876
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.027876
D01_Number_of_Reflections(sim)                     : 0.597486
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.631429
F01_Number_of_Failed_Timesteps                     : 0.085296
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 60.101493
G02_Estimation_Error_Reference(sim)                : 93.494724
G03_Estimation_Error_Except_Fail                   : 48.229495
G04_Estimation_Error_Except_Fail_Ref               : 77.966039
G05_Estimation_Error_Except_Strict_Fail            : 34.443165
G06_Estimation_Error_Except_Strict_Fail_Ref        : 43.463362
H01_Reception_Fails(<3)                            : 0.059797
H02_Reception_Fails_Ref.(<3)                       : 0.059797
H03_Strict_Reception_Fails(<_NV)                   : 0.395330
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.395330
