109.329868	112.836132
N_steps             : 20000
error(proposed)     : 109.329868
error(original)     : 112.836132
A01_Estimator_Total_Time                           : 2543.244718
A02_Estimator_Setup_Time                           : 3.108741
A03_Estimator_Solving_Time                         : 2327.575198
A04_Estimator_Filtering_Process_Time               : 5.730900
A05_Estimator_KF_Process_Time                      : 204.710574
A06_Solver_PMSs_Solving_Time                       : 2282.897617
B01_Number_of_PMSs                                 : 31.948032
B02_Number_of_Filtered_PMSs                        : 10.769250
B03_Number_of_PMSs_to_KF                           : 10.769250
C01_Number_of_Selection_Fail_Timesteps             : 0.001302
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 4.508261
D02_Number_of_Reflections_Twice(sim)               : 0.008811
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.001300
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 109.329868
G02_Estimation_Error_Reference(sim)                : 112.836132
G03_Estimation_Error_Except_Fail                   : 109.239394
G04_Estimation_Error_Except_Fail_Ref               : 112.904304
G05_Estimation_Error_Except_Strict_Fail            : 109.239394
G06_Estimation_Error_Except_Strict_Fail_Ref        : 112.904304
H01_Reception_Fails(<3)                            : 0.001300
H02_Reception_Fails_Ref.(<3)                       : 0.001300
H03_Strict_Reception_Fails(<_NV)                   : 0.001300
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.001300
