29.079882	66.869615
N_steps             : 20001
error(proposed)     : 29.079882
error(original)     : 66.869615
A01_Estimator_Total_Time                           : 1409.699748
A02_Estimator_Setup_Time                           : 3.117911
A03_Estimator_Solving_Time                         : 1329.529314
A04_Estimator_Filtering_Process_Time               : 5.114934
A05_Estimator_KF_Process_Time                      : 70.499344
A06_Solver_PMSs_Solving_Time                       : 1290.935318
B01_Number_of_PMSs                                 : 23.450807
B02_Number_of_Filtered_PMSs                        : 4.033047
B03_Number_of_PMSs_to_KF                           : 4.033047
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.009132
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.009132
D01_Number_of_Reflections(sim)                     : 1.288951
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.036529
F01_Number_of_Failed_Timesteps                     : 0.009050
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 29.079882
G02_Estimation_Error_Reference(sim)                : 66.869615
G03_Estimation_Error_Except_Fail                   : 29.079882
G04_Estimation_Error_Except_Fail_Ref               : 66.869615
G05_Estimation_Error_Except_Strict_Fail            : 29.079882
G06_Estimation_Error_Except_Strict_Fail_Ref        : 66.869615
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
