37.262411	88.352540
N_steps             : 20001
error(proposed)     : 37.262411
error(original)     : 88.352540
A01_Estimator_Total_Time                           : 434.289996
A02_Estimator_Setup_Time                           : 2.681385
A03_Estimator_Solving_Time                         : 386.944717
A04_Estimator_Filtering_Process_Time               : 1.531075
A05_Estimator_KF_Process_Time                      : 42.261478
A06_Solver_PMSs_Solving_Time                       : 373.936347
B01_Number_of_PMSs                                 : 8.144798
B02_Number_of_Filtered_PMSs                        : 3.404421
B03_Number_of_PMSs_to_KF                           : 3.404421
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002456
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002456
D01_Number_of_Reflections(sim)                     : 0.990878
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.007368
F01_Number_of_Failed_Timesteps                     : 0.002450
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 37.262411
G02_Estimation_Error_Reference(sim)                : 88.352540
G03_Estimation_Error_Except_Fail                   : 37.262411
G04_Estimation_Error_Except_Fail_Ref               : 88.352540
G05_Estimation_Error_Except_Strict_Fail            : 37.262411
G06_Estimation_Error_Except_Strict_Fail_Ref        : 88.352540
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
