148.242786	77.498504
N_steps             : 20000
error(proposed)     : 148.242786
error(original)     : 77.498504
A01_Estimator_Total_Time                           : 552099.480044
A02_Estimator_Setup_Time                           : 2.176565
A03_Estimator_Solving_Time                         : 531853.155731
A04_Estimator_Filtering_Process_Time               : 1952.646870
A05_Estimator_KF_Process_Time                      : 17897.355088
A06_Solver_PMSs_Solving_Time                       : 523948.145389
B01_Number_of_PMSs                                 : 7656.909283
B02_Number_of_Filtered_PMSs                        : 1128.902355
B03_Number_of_PMSs_to_KF                           : 1128.902355
C01_Number_of_Selection_Fail_Timesteps             : 0.004066
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 2.057834
D02_Number_of_Reflections_Twice(sim)               : 0.045283
E01_Number_of_Selected_Beacons                     : 3.993474
F01_Number_of_Failed_Timesteps                     : 0.004050
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 148.242786
G02_Estimation_Error_Reference(sim)                : 77.498504
G03_Estimation_Error_Except_Fail                   : 147.567947
G04_Estimation_Error_Except_Fail_Ref               : 77.271504
G05_Estimation_Error_Except_Strict_Fail            : 147.071560
G06_Estimation_Error_Except_Strict_Fail_Ref        : 75.716986
H01_Reception_Fails(<3)                            : 0.004050
H02_Reception_Fails_Ref.(<3)                       : 0.004050
H03_Strict_Reception_Fails(<_NV)                   : 0.010550
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.010550
