316.188663	343.841566
N_steps             : 20001
error(proposed)     : 316.188663
error(original)     : 343.841566
A01_Estimator_Total_Time                           : 686.461161
A02_Estimator_Setup_Time                           : 4.911420
A03_Estimator_Solving_Time                         : 617.020169
A04_Estimator_Filtering_Process_Time               : 2.082856
A05_Estimator_KF_Process_Time                      : 60.280185
A06_Solver_PMSs_Solving_Time                       : 595.619242
B01_Number_of_PMSs                                 : 12.099482
B02_Number_of_Filtered_PMSs                        : 4.684110
B03_Number_of_PMSs_to_KF                           : 4.684110
C01_Number_of_Selection_Fail_Timesteps             : 4.450531
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000818
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000818
D01_Number_of_Reflections(sim)                     : 1.206868
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.002453
F01_Number_of_Failed_Timesteps                     : 0.816559
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 316.188663
G02_Estimation_Error_Reference(sim)                : 343.841566
G03_Estimation_Error_Except_Fail                   : 161.195098
G04_Estimation_Error_Except_Fail_Ref               : 98.515519
G05_Estimation_Error_Except_Strict_Fail            : 161.195098
G06_Estimation_Error_Except_Strict_Fail_Ref        : 98.515519
H01_Reception_Fails(<3)                            : 0.816409
H02_Reception_Fails_Ref.(<3)                       : 0.816409
H03_Strict_Reception_Fails(<_NV)                   : 0.816409
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.816409
