35.303634	64.928308
N_steps             : 20001
error(proposed)     : 35.303634
error(original)     : 64.928308
A01_Estimator_Total_Time                           : 1562.713013
A02_Estimator_Setup_Time                           : 3.200506
A03_Estimator_Solving_Time                         : 1479.487544
A04_Estimator_Filtering_Process_Time               : 5.558734
A05_Estimator_KF_Process_Time                      : 72.890684
A06_Solver_PMSs_Solving_Time                       : 1439.862886
B01_Number_of_PMSs                                 : 25.185772
B02_Number_of_Filtered_PMSs                        : 4.304557
B03_Number_of_PMSs_to_KF                           : 4.304557
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.012709
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.012709
D01_Number_of_Reflections(sim)                     : 1.215747
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.045671
F01_Number_of_Failed_Timesteps                     : 0.012549
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 35.303634
G02_Estimation_Error_Reference(sim)                : 64.928308
G03_Estimation_Error_Except_Fail                   : 35.303634
G04_Estimation_Error_Except_Fail_Ref               : 64.928308
G05_Estimation_Error_Except_Strict_Fail            : 34.942584
G06_Estimation_Error_Except_Strict_Fail_Ref        : 64.649362
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.005100
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.005100
