144.099702	155.949638
N_steps             : 20001
error(proposed)     : 144.099702
error(original)     : 155.949638
A01_Estimator_Total_Time                           : 1110.222802
A02_Estimator_Setup_Time                           : 2.836488
A03_Estimator_Solving_Time                         : 1031.401314
A04_Estimator_Filtering_Process_Time               : 3.812772
A05_Estimator_KF_Process_Time                      : 70.589756
A06_Solver_PMSs_Solving_Time                       : 998.955283
B01_Number_of_PMSs                                 : 22.417458
B02_Number_of_Filtered_PMSs                        : 5.326380
B03_Number_of_PMSs_to_KF                           : 5.326380
C01_Number_of_Selection_Fail_Timesteps             : 0.419316
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.009429
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.009429
D01_Number_of_Reflections(sim)                     : 0.568612
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.458604
F01_Number_of_Failed_Timesteps                     : 0.300085
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 144.099702
G02_Estimation_Error_Reference(sim)                : 155.949638
G03_Estimation_Error_Except_Fail                   : 98.725744
G04_Estimation_Error_Except_Fail_Ref               : 100.364118
G05_Estimation_Error_Except_Strict_Fail            : 48.779077
G06_Estimation_Error_Except_Strict_Fail_Ref        : 46.213710
H01_Reception_Fails(<3)                            : 0.293485
H02_Reception_Fails_Ref.(<3)                       : 0.293485
H03_Strict_Reception_Fails(<_NV)                   : 0.698815
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.698815
