95.504765	197.942723
N_steps             : 20000
error(proposed)     : 95.504765
error(original)     : 197.942723
A01_Estimator_Total_Time                           : 21542.658852
A02_Estimator_Setup_Time                           : 8.617674
A03_Estimator_Solving_Time                         : 15959.530782
A04_Estimator_Filtering_Process_Time               : 0.000000
A05_Estimator_KF_Process_Time                      : 5564.683773
A06_Solver_PMSs_Solving_Time                       : 15553.111558
B01_Number_of_PMSs                                 : 153.036439
B02_Number_of_Filtered_PMSs                        : 0.000000
B03_Number_of_PMSs_to_KF                           : 153.036439
C01_Number_of_Selection_Fail_Timesteps             : 0.019264
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 2.210223
D02_Number_of_Reflections_Twice(sim)               : 0.228315
E01_Number_of_Selected_Beacons                     : 3.985577
F01_Number_of_Failed_Timesteps                     : 0.018900
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 95.504765
G02_Estimation_Error_Reference(sim)                : 197.942723
G03_Estimation_Error_Except_Fail                   : 94.113773
G04_Estimation_Error_Except_Fail_Ref               : 197.464277
G05_Estimation_Error_Except_Strict_Fail            : 92.823575
G06_Estimation_Error_Except_Strict_Fail_Ref        : 196.510844
H01_Reception_Fails(<3)                            : 0.018900
H02_Reception_Fails_Ref.(<3)                       : 0.018900
H03_Strict_Reception_Fails(<_NV)                   : 0.033050
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.033050
