22.126232	242.041115
N_steps             : 20001
error(proposed)     : 22.126232
error(original)     : 242.041115
A01_Estimator_Total_Time                           : 3774.851324
A02_Estimator_Setup_Time                           : 3.281200
A03_Estimator_Solving_Time                         : 3708.350622
A04_Estimator_Filtering_Process_Time               : 12.788122
A05_Estimator_KF_Process_Time                      : 47.520716
A06_Solver_PMSs_Solving_Time                       : 3609.631972
B01_Number_of_PMSs                                 : 74.935895
B02_Number_of_Filtered_PMSs                        : 3.358547
B03_Number_of_PMSs_to_KF                           : 3.358547
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.003260
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.003260
D01_Number_of_Reflections(sim)                     : 11.353180
D02_Number_of_Reflections_Twice(sim)               : 0.001605
E01_Number_of_Selected_Beacons                     : 5.016302
F01_Number_of_Failed_Timesteps                     : 0.003250
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 22.126232
G02_Estimation_Error_Reference(sim)                : 242.041115
G03_Estimation_Error_Except_Fail                   : 22.126232
G04_Estimation_Error_Except_Fail_Ref               : 242.041115
G05_Estimation_Error_Except_Strict_Fail            : 22.126232
G06_Estimation_Error_Except_Strict_Fail_Ref        : 242.041115
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
