359.635616	352.153690
N_steps             : 20001
error(proposed)     : 359.635616
error(original)     : 352.153690
A01_Estimator_Total_Time                           : 218.344444
A02_Estimator_Setup_Time                           : 55.933333
A03_Estimator_Solving_Time                         : 123.455556
A04_Estimator_Filtering_Process_Time               : 0.466667
A05_Estimator_KF_Process_Time                      : 12.044444
A06_Solver_PMSs_Solving_Time                       : 61.111111
B01_Number_of_PMSs                                 : 1.366667
B02_Number_of_Filtered_PMSs                        : 1.000000
B03_Number_of_PMSs_to_KF                           : 1.000000
C01_Number_of_Selection_Fail_Timesteps             : 221.133333
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.100000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.100000
D01_Number_of_Reflections(sim)                     : 0.000000
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.300000
F01_Number_of_Failed_Timesteps                     : 0.995500
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 359.635616
G02_Estimation_Error_Reference(sim)                : 352.153690
G03_Estimation_Error_Except_Fail                   : 137.322278
G04_Estimation_Error_Except_Fail_Ref               : 74.249991
G05_Estimation_Error_Except_Strict_Fail            : -nan
G06_Estimation_Error_Except_Strict_Fail_Ref        : -nan
H01_Reception_Fails(<3)                            : 0.995050
H02_Reception_Fails_Ref.(<3)                       : 0.995050
H03_Strict_Reception_Fails(<_NV)                   : 1.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 1.000000
