148.071364	136.002876
N_steps             : 20001
error(proposed)     : 148.071364
error(original)     : 136.002876
A01_Estimator_Total_Time                           : 245.377182
A02_Estimator_Setup_Time                           : 1.728451
A03_Estimator_Solving_Time                         : 217.837597
A04_Estimator_Filtering_Process_Time               : 0.598770
A05_Estimator_KF_Process_Time                      : 24.273087
A06_Solver_PMSs_Solving_Time                       : 209.744702
B01_Number_of_PMSs                                 : 2.986384
B02_Number_of_Filtered_PMSs                        : 1.279565
B03_Number_of_PMSs_to_KF                           : 1.279565
C01_Number_of_Selection_Fail_Timesteps             : 1.114637
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.081586
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.081586
D01_Number_of_Reflections(sim)                     : 0.008675
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.829911
F01_Number_of_Failed_Timesteps                     : 0.544673
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 148.071364
G02_Estimation_Error_Reference(sim)                : 136.002876
G03_Estimation_Error_Except_Fail                   : 45.378016
G04_Estimation_Error_Except_Fail_Ref               : 37.043412
G05_Estimation_Error_Except_Strict_Fail            : 39.981863
G06_Estimation_Error_Except_Strict_Fail_Ref        : 36.762629
H01_Reception_Fails(<3)                            : 0.507525
H02_Reception_Fails_Ref.(<3)                       : 0.507525
H03_Strict_Reception_Fails(<_NV)                   : 0.945903
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.945903
