22.368037	236.853040
N_steps             : 20001
error(proposed)     : 22.368037
error(original)     : 236.853040
A01_Estimator_Total_Time                           : 3784.439516
A02_Estimator_Setup_Time                           : 3.496613
A03_Estimator_Solving_Time                         : 3716.710100
A04_Estimator_Filtering_Process_Time               : 14.422457
A05_Estimator_KF_Process_Time                      : 47.350610
A06_Solver_PMSs_Solving_Time                       : 3626.165922
B01_Number_of_PMSs                                 : 74.736641
B02_Number_of_Filtered_PMSs                        : 3.362450
B03_Number_of_PMSs_to_KF                           : 3.362450
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.003512
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.003512
D01_Number_of_Reflections(sim)                     : 10.892680
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.017561
F01_Number_of_Failed_Timesteps                     : 0.003500
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 22.368037
G02_Estimation_Error_Reference(sim)                : 236.853040
G03_Estimation_Error_Except_Fail                   : 22.368037
G04_Estimation_Error_Except_Fail_Ref               : 236.853040
G05_Estimation_Error_Except_Strict_Fail            : 22.368037
G06_Estimation_Error_Except_Strict_Fail_Ref        : 236.853040
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
