22.751092	133.466724
N_steps             : 20001
error(proposed)     : 22.751092
error(original)     : 133.466724
A01_Estimator_Total_Time                           : 4275.214538
A02_Estimator_Setup_Time                           : 4.697147
A03_Estimator_Solving_Time                         : 4198.255873
A04_Estimator_Filtering_Process_Time               : 12.139077
A05_Estimator_KF_Process_Time                      : 57.680915
A06_Solver_PMSs_Solving_Time                       : 4087.083476
B01_Number_of_PMSs                                 : 72.714387
B02_Number_of_Filtered_PMSs                        : 3.298014
B03_Number_of_PMSs_to_KF                           : 3.298014
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008217
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008217
D01_Number_of_Reflections(sim)                     : 4.540024
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.041083
F01_Number_of_Failed_Timesteps                     : 0.008150
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 22.751092
G02_Estimation_Error_Reference(sim)                : 133.466724
G03_Estimation_Error_Except_Fail                   : 22.751092
G04_Estimation_Error_Except_Fail_Ref               : 133.466724
G05_Estimation_Error_Except_Strict_Fail            : 22.751092
G06_Estimation_Error_Except_Strict_Fail_Ref        : 133.466724
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
