41.453695	59.662450
N_steps             : 20001
error(proposed)     : 41.453695
error(original)     : 59.662450
A01_Estimator_Total_Time                           : 1750.504671
A02_Estimator_Setup_Time                           : 4.249482
A03_Estimator_Solving_Time                         : 1675.215602
A04_Estimator_Filtering_Process_Time               : 6.205150
A05_Estimator_KF_Process_Time                      : 63.498561
A06_Solver_PMSs_Solving_Time                       : 1629.413784
B01_Number_of_PMSs                                 : 31.969301
B02_Number_of_Filtered_PMSs                        : 4.391265
B03_Number_of_PMSs_to_KF                           : 4.391265
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.009896
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.009896
D01_Number_of_Reflections(sim)                     : 0.862762
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.038576
F01_Number_of_Failed_Timesteps                     : 0.009800
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 41.453695
G02_Estimation_Error_Reference(sim)                : 59.662450
G03_Estimation_Error_Except_Fail                   : 41.453695
G04_Estimation_Error_Except_Fail_Ref               : 59.662450
G05_Estimation_Error_Except_Strict_Fail            : 41.340023
G06_Estimation_Error_Except_Strict_Fail_Ref        : 59.515670
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.001000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.001000
