89.819501	104.464654
N_steps             : 20000
error(proposed)     : 89.819501
error(original)     : 104.464654
A01_Estimator_Total_Time                           : 4899.787462
A02_Estimator_Setup_Time                           : 4.308818
A03_Estimator_Solving_Time                         : 4461.616361
A04_Estimator_Filtering_Process_Time               : 23.110652
A05_Estimator_KF_Process_Time                      : 408.099694
A06_Solver_PMSs_Solving_Time                       : 4382.007543
B01_Number_of_PMSs                                 : 55.879307
B02_Number_of_Filtered_PMSs                        : 17.744037
B03_Number_of_PMSs_to_KF                           : 17.744037
C01_Number_of_Selection_Fail_Timesteps             : 0.019266
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000102
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000102
D01_Number_of_Reflections(sim)                     : 2.210449
D02_Number_of_Reflections_Twice(sim)               : 0.228338
E01_Number_of_Selected_Beacons                     : 3.000306
F01_Number_of_Failed_Timesteps                     : 0.019000
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 89.819501
G02_Estimation_Error_Reference(sim)                : 104.464654
G03_Estimation_Error_Except_Fail                   : 89.118236
G04_Estimation_Error_Except_Fail_Ref               : 102.722630
G05_Estimation_Error_Except_Strict_Fail            : 89.118236
G06_Estimation_Error_Except_Strict_Fail_Ref        : 102.722630
H01_Reception_Fails(<3)                            : 0.018900
H02_Reception_Fails_Ref.(<3)                       : 0.018900
H03_Strict_Reception_Fails(<_NV)                   : 0.018900
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.018900
