23.579511	94.101873
N_steps             : 20001
error(proposed)     : 23.579511
error(original)     : 94.101873
A01_Estimator_Total_Time                           : 4261.399828
A02_Estimator_Setup_Time                           : 3.610106
A03_Estimator_Solving_Time                         : 4177.954691
A04_Estimator_Filtering_Process_Time               : 13.742588
A05_Estimator_KF_Process_Time                      : 62.896761
A06_Solver_PMSs_Solving_Time                       : 4069.020222
B01_Number_of_PMSs                                 : 69.664133
B02_Number_of_Filtered_PMSs                        : 3.247174
B03_Number_of_PMSs_to_KF                           : 3.247174
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.013684
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.013684
D01_Number_of_Reflections(sim)                     : 1.851097
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.055496
F01_Number_of_Failed_Timesteps                     : 0.013499
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 23.579511
G02_Estimation_Error_Reference(sim)                : 94.101873
G03_Estimation_Error_Except_Fail                   : 23.579511
G04_Estimation_Error_Except_Fail_Ref               : 94.101873
G05_Estimation_Error_Except_Strict_Fail            : 23.637956
G06_Estimation_Error_Except_Strict_Fail_Ref        : 95.145698
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.012749
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.012749
