94.035379	262.056313
N_steps             : 20001
error(proposed)     : 94.035379
error(original)     : 262.056313
A01_Estimator_Total_Time                           : 6571.602981
A02_Estimator_Setup_Time                           : 36.637541
A03_Estimator_Solving_Time                         : 6188.715565
A04_Estimator_Filtering_Process_Time               : 20.661048
A05_Estimator_KF_Process_Time                      : 321.260128
A06_Solver_PMSs_Solving_Time                       : 6019.264879
B01_Number_of_PMSs                                 : 109.107932
B02_Number_of_Filtered_PMSs                        : 18.707962
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000350
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000350
D01_Number_of_Reflections(sim)                     : 5.966090
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.000750
F01_Number_of_Failed_Timesteps                     : 0.000350
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 94.035379
G02_Estimation_Error_Reference(sim)                : 262.056313
