54.307208	88.344802
N_steps             : 20001
error(proposed)     : 54.307208
error(original)     : 88.344802
A01_Estimator_Total_Time                           : 1751.607225
A02_Estimator_Setup_Time                           : 3.429401
A03_Estimator_Solving_Time                         : 1632.332983
A04_Estimator_Filtering_Process_Time               : 4.707195
A05_Estimator_KF_Process_Time                      : 109.613980
A06_Solver_PMSs_Solving_Time                       : 1590.980486
B01_Number_of_PMSs                                 : 26.706745
B02_Number_of_Filtered_PMSs                        : 6.923697
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000751
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000751
D01_Number_of_Reflections(sim)                     : 1.532122
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.002952
F01_Number_of_Failed_Timesteps                     : 0.000750
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 54.307208
G02_Estimation_Error_Reference(sim)                : 88.344802
G03_Estimation_Error_Except_Fail                   : 54.307208
G04_Estimation_Error_Except_Fail_Ref               : 88.344802
G05_Estimation_Error_Except_Strict_Fail            : 54.300012
G06_Estimation_Error_Except_Strict_Fail_Ref        : 88.324316
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000050
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000050
