41.807801	150.073665
N_steps             : 20000
error(proposed)     : 41.807801
error(original)     : 150.073665
A01_Estimator_Total_Time                           : 10007.024785
A02_Estimator_Setup_Time                           : 9.154667
A03_Estimator_Solving_Time                         : 9631.665231
A04_Estimator_Filtering_Process_Time               : 29.886541
A05_Estimator_KF_Process_Time                      : 329.558782
A06_Solver_PMSs_Solving_Time                       : 9448.308382
B01_Number_of_PMSs                                 : 108.118766
B02_Number_of_Filtered_PMSs                        : 9.495594
B03_Number_of_PMSs_to_KF                           : 9.495594
C01_Number_of_Selection_Fail_Timesteps             : 0.001302
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000100
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000100
D01_Number_of_Reflections(sim)                     : 4.508712
D02_Number_of_Reflections_Twice(sim)               : 0.008812
E01_Number_of_Selected_Beacons                     : 4.000350
F01_Number_of_Failed_Timesteps                     : 0.001400
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 41.807801
G02_Estimation_Error_Reference(sim)                : 150.073665
G03_Estimation_Error_Except_Fail                   : 41.773821
G04_Estimation_Error_Except_Fail_Ref               : 150.190309
G05_Estimation_Error_Except_Strict_Fail            : 41.772639
G06_Estimation_Error_Except_Strict_Fail_Ref        : 150.194981
H01_Reception_Fails(<3)                            : 0.001300
H02_Reception_Fails_Ref.(<3)                       : 0.001300
H03_Strict_Reception_Fails(<_NV)                   : 0.001350
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.001350
