22.149111	53.021486
N_steps             : 20001
error(proposed)     : 22.149111
error(original)     : 53.021486
A01_Estimator_Total_Time                           : 3255.904668
A02_Estimator_Setup_Time                           : 4.567779
A03_Estimator_Solving_Time                         : 3186.585962
A04_Estimator_Filtering_Process_Time               : 10.818223
A05_Estimator_KF_Process_Time                      : 52.015643
A06_Solver_PMSs_Solving_Time                       : 3106.689979
B01_Number_of_PMSs                                 : 56.740515
B02_Number_of_Filtered_PMSs                        : 3.392453
B03_Number_of_PMSs_to_KF                           : 3.392453
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.015846
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.015846
D01_Number_of_Reflections(sim)                     : 1.267002
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.069887
F01_Number_of_Failed_Timesteps                     : 0.015599
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 22.149111
G02_Estimation_Error_Reference(sim)                : 53.021486
G03_Estimation_Error_Except_Fail                   : 22.149111
G04_Estimation_Error_Except_Fail_Ref               : 53.021486
G05_Estimation_Error_Except_Strict_Fail            : 21.793527
G06_Estimation_Error_Except_Strict_Fail_Ref        : 53.165349
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.008500
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.008500
