33.788495	69.762499
N_steps             : 20001
error(proposed)     : 33.788495
error(original)     : 69.762499
A01_Estimator_Total_Time                           : 1518.112696
A02_Estimator_Setup_Time                           : 2.954387
A03_Estimator_Solving_Time                         : 1441.686709
A04_Estimator_Filtering_Process_Time               : 4.124893
A05_Estimator_KF_Process_Time                      : 67.661761
A06_Solver_PMSs_Solving_Time                       : 1404.890782
B01_Number_of_PMSs                                 : 25.776271
B02_Number_of_Filtered_PMSs                        : 4.134116
B03_Number_of_PMSs_to_KF                           : 4.134116
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008064
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008064
D01_Number_of_Reflections(sim)                     : 1.028476
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.009173
F01_Number_of_Failed_Timesteps                     : 0.008000
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 33.788495
G02_Estimation_Error_Reference(sim)                : 69.762499
G03_Estimation_Error_Except_Fail                   : 33.788495
G04_Estimation_Error_Except_Fail_Ref               : 69.762499
G05_Estimation_Error_Except_Strict_Fail            : 33.266696
G06_Estimation_Error_Except_Strict_Fail_Ref        : 69.018491
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.022899
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.022899
