38.652808	69.817355
N_steps             : 20001
error(proposed)     : 38.652808
error(original)     : 69.817355
A01_Estimator_Total_Time                           : 5197.574449
A02_Estimator_Setup_Time                           : 567.330263
A03_Estimator_Solving_Time                         : 4507.341991
A04_Estimator_Filtering_Process_Time               : 14.386288
A05_Estimator_KF_Process_Time                      : 105.021595
A06_Solver_PMSs_Solving_Time                       : 4383.513893
B01_Number_of_PMSs                                 : 75.178647
B02_Number_of_Filtered_PMSs                        : 5.865851
C01_Number_of_Selection_Fail_Timesteps             : 0.001158
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.005638
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.005638
D01_Number_of_Reflections(sim)                     : 1.020236
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.886691
F01_Number_of_Failed_Timesteps                     : 0.006750
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 38.652808
G02_Estimation_Error_Reference(sim)                : 69.817355
G03_Estimation_Error_Except_Fail                   : 38.490818
G04_Estimation_Error_Except_Fail_Ref               : 69.443096
G05_Estimation_Error_Except_Strict_Fail            : 32.049231
G06_Estimation_Error_Except_Strict_Fail_Ref        : 62.364761
H01_Reception_Fails(<3)                            : 0.001150
H02_Reception_Fails_Ref.(<3)                       : 0.001150
H03_Strict_Reception_Fails(<_NV)                   : 0.105995
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.105995
