100.953733	132.062461
N_steps             : 20001
error(proposed)     : 100.953733
error(original)     : 132.062461
A01_Estimator_Total_Time                           : 1238.809242
A02_Estimator_Setup_Time                           : 2.835936
A03_Estimator_Solving_Time                         : 1159.443743
A04_Estimator_Filtering_Process_Time               : 4.280253
A05_Estimator_KF_Process_Time                      : 70.926636
A06_Solver_PMSs_Solving_Time                       : 1121.363031
B01_Number_of_PMSs                                 : 24.439667
B02_Number_of_Filtered_PMSs                        : 5.311768
B03_Number_of_PMSs_to_KF                           : 5.311768
C01_Number_of_Selection_Fail_Timesteps             : 0.136625
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.011538
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.011538
D01_Number_of_Reflections(sim)                     : 0.519633
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.549828
F01_Number_of_Failed_Timesteps                     : 0.129044
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 100.953733
G02_Estimation_Error_Reference(sim)                : 132.062461
G03_Estimation_Error_Except_Fail                   : 90.220275
G04_Estimation_Error_Except_Fail_Ref               : 110.989608
G05_Estimation_Error_Except_Strict_Fail            : 48.927430
G06_Estimation_Error_Except_Strict_Fail_Ref        : 61.163888
H01_Reception_Fails(<3)                            : 0.118994
H02_Reception_Fails_Ref.(<3)                       : 0.118994
H03_Strict_Reception_Fails(<_NV)                   : 0.551272
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.551272
