73.955370	447.474743
N_steps             : 20001
error(proposed)     : 73.955370
error(original)     : 447.474743
A01_Estimator_Total_Time                           : 18867.942903
A02_Estimator_Setup_Time                           : 12.621280
A03_Estimator_Solving_Time                         : 18404.699382
A04_Estimator_Filtering_Process_Time               : 56.953381
A05_Estimator_KF_Process_Time                      : 381.550668
A06_Solver_PMSs_Solving_Time                       : 17939.738560
B01_Number_of_PMSs                                 : 271.331595
B02_Number_of_Filtered_PMSs                        : 19.228994
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.012401
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.012401
D01_Number_of_Reflections(sim)                     : 8.896993
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.061703
F01_Number_of_Failed_Timesteps                     : 0.012249
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 73.955370
G02_Estimation_Error_Reference(sim)                : 447.474743
