50.057368	88.749836
N_steps             : 20001
error(proposed)     : 50.057368
error(original)     : 88.749836
A01_Estimator_Total_Time                           : 1746.497623
A02_Estimator_Setup_Time                           : 6.189199
A03_Estimator_Solving_Time                         : 1629.163071
A04_Estimator_Filtering_Process_Time               : 5.302217
A05_Estimator_KF_Process_Time                      : 104.264378
A06_Solver_PMSs_Solving_Time                       : 1584.450123
B01_Number_of_PMSs                                 : 27.054657
B02_Number_of_Filtered_PMSs                        : 6.400420
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001101
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001101
D01_Number_of_Reflections(sim)                     : 1.345713
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.004054
F01_Number_of_Failed_Timesteps                     : 0.001100
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 50.057368
G02_Estimation_Error_Reference(sim)                : 88.749836
G03_Estimation_Error_Except_Fail                   : 50.057368
G04_Estimation_Error_Except_Fail_Ref               : 88.749836
G05_Estimation_Error_Except_Strict_Fail            : 50.027739
G06_Estimation_Error_Except_Strict_Fail_Ref        : 88.551268
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000350
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000350
