131.675328	270.072817
N_steps             : 20001
error(proposed)     : 131.675328
error(original)     : 270.072817
A01_Estimator_Total_Time                           : 1800.482326
A02_Estimator_Setup_Time                           : 6.325545
A03_Estimator_Solving_Time                         : 1638.162647
A04_Estimator_Filtering_Process_Time               : 5.130509
A05_Estimator_KF_Process_Time                      : 148.916671
A06_Solver_PMSs_Solving_Time                       : 1588.526598
B01_Number_of_PMSs                                 : 32.820607
B02_Number_of_Filtered_PMSs                        : 10.543194
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002808
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002808
D01_Number_of_Reflections(sim)                     : 5.812936
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.008423
F01_Number_of_Failed_Timesteps                     : 0.002800
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 131.675328
G02_Estimation_Error_Reference(sim)                : 270.072817
