43.015323	84.158842
N_steps             : 20001
error(proposed)     : 43.015323
error(original)     : 84.158842
A01_Estimator_Total_Time                           : 5210.883486
A02_Estimator_Setup_Time                           : 963.166941
A03_Estimator_Solving_Time                         : 4141.066756
A04_Estimator_Filtering_Process_Time               : 14.635830
A05_Estimator_KF_Process_Time                      : 89.523797
A06_Solver_PMSs_Solving_Time                       : 4026.599001
B01_Number_of_PMSs                                 : 69.991243
B02_Number_of_Filtered_PMSs                        : 5.143762
C01_Number_of_Selection_Fail_Timesteps             : 0.022200
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008035
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008035
D01_Number_of_Reflections(sim)                     : 0.879932
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.821108
F01_Number_of_Failed_Timesteps                     : 0.029349
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 43.015323
G02_Estimation_Error_Reference(sim)                : 84.158842
G03_Estimation_Error_Except_Fail                   : 36.593104
G04_Estimation_Error_Except_Fail_Ref               : 75.153290
G05_Estimation_Error_Except_Strict_Fail            : 29.893480
G06_Estimation_Error_Except_Strict_Fail_Ref        : 62.896849
H01_Reception_Fails(<3)                            : 0.021549
H02_Reception_Fails_Ref.(<3)                       : 0.021549
H03_Strict_Reception_Fails(<_NV)                   : 0.177191
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.177191
