33.209920	69.897149
N_steps             : 20001
error(proposed)     : 33.209920
error(original)     : 69.897149
A01_Estimator_Total_Time                           : 1507.822628
A02_Estimator_Setup_Time                           : 2.903045
A03_Estimator_Solving_Time                         : 1428.133155
A04_Estimator_Filtering_Process_Time               : 5.537411
A05_Estimator_KF_Process_Time                      : 69.172582
A06_Solver_PMSs_Solving_Time                       : 1387.548049
B01_Number_of_PMSs                                 : 24.973329
B02_Number_of_Filtered_PMSs                        : 4.285369
B03_Number_of_PMSs_to_KF                           : 4.285369
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008420
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008420
D01_Number_of_Reflections(sim)                     : 1.134668
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.008773
F01_Number_of_Failed_Timesteps                     : 0.008350
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 33.209920
G02_Estimation_Error_Reference(sim)                : 69.897149
G03_Estimation_Error_Except_Fail                   : 33.209920
G04_Estimation_Error_Except_Fail_Ref               : 69.897149
G05_Estimation_Error_Except_Strict_Fail            : 32.863479
G06_Estimation_Error_Except_Strict_Fail_Ref        : 69.901503
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.024699
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.024699
