72.974884	464.499266
N_steps             : 20001
error(proposed)     : 72.974884
error(original)     : 464.499266
A01_Estimator_Total_Time                           : 19004.494912
A02_Estimator_Setup_Time                           : 10.712347
A03_Estimator_Solving_Time                         : 18595.494963
A04_Estimator_Filtering_Process_Time               : 56.721156
A05_Estimator_KF_Process_Time                      : 335.168633
A06_Solver_PMSs_Solving_Time                       : 18122.350478
B01_Number_of_PMSs                                 : 276.440136
B02_Number_of_Filtered_PMSs                        : 17.896573
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.012555
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.012555
D01_Number_of_Reflections(sim)                     : 8.760036
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.062775
F01_Number_of_Failed_Timesteps                     : 0.012399
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 72.974884
G02_Estimation_Error_Reference(sim)                : 464.499266
