55.366461	103.808578
N_steps             : 20001
error(proposed)     : 55.366461
error(original)     : 103.808578
A01_Estimator_Total_Time                           : 520.501054
A02_Estimator_Setup_Time                           : 2.266674
A03_Estimator_Solving_Time                         : 462.117756
A04_Estimator_Filtering_Process_Time               : 1.862498
A05_Estimator_KF_Process_Time                      : 53.296910
A06_Solver_PMSs_Solving_Time                       : 447.295058
B01_Number_of_PMSs                                 : 9.838124
B02_Number_of_Filtered_PMSs                        : 4.094668
B03_Number_of_PMSs_to_KF                           : 4.094668
C01_Number_of_Selection_Fail_Timesteps             : 0.027716
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000771
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000771
D01_Number_of_Reflections(sim)                     : 0.669666
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.002314
F01_Number_of_Failed_Timesteps                     : 0.027699
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 55.366461
G02_Estimation_Error_Reference(sim)                : 103.808578
G03_Estimation_Error_Except_Fail                   : 51.709470
G04_Estimation_Error_Except_Fail_Ref               : 97.167516
G05_Estimation_Error_Except_Strict_Fail            : 51.709470
G06_Estimation_Error_Except_Strict_Fail_Ref        : 97.167516
H01_Reception_Fails(<3)                            : 0.026949
H02_Reception_Fails_Ref.(<3)                       : 0.026949
H03_Strict_Reception_Fails(<_NV)                   : 0.026949
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.026949
