104.828713	252.281134
N_steps             : 20001
error(proposed)     : 104.828713
error(original)     : 252.281134
A01_Estimator_Total_Time                           : 1493.399679
A02_Estimator_Setup_Time                           : 4.954749
A03_Estimator_Solving_Time                         : 1375.869670
A04_Estimator_Filtering_Process_Time               : 5.248205
A05_Estimator_KF_Process_Time                      : 105.709256
A06_Solver_PMSs_Solving_Time                       : 1340.234293
B01_Number_of_PMSs                                 : 23.526995
B02_Number_of_Filtered_PMSs                        : 7.228969
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.004520
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.004520
D01_Number_of_Reflections(sim)                     : 8.463211
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.013560
F01_Number_of_Failed_Timesteps                     : 0.004500
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 104.828713
G02_Estimation_Error_Reference(sim)                : 252.281134
