571.675448	614.391324
N_steps             : 20001
error(proposed)     : 571.675448
error(original)     : 614.391324
A01_Estimator_Total_Time                           : 4065.910569
A02_Estimator_Setup_Time                           : 1339.934959
A03_Estimator_Solving_Time                         : 2556.955285
A04_Estimator_Filtering_Process_Time               : 6.008130
A05_Estimator_KF_Process_Time                      : 147.695122
A06_Solver_PMSs_Solving_Time                       : 2451.727642
B01_Number_of_PMSs                                 : 38.357724
B02_Number_of_Filtered_PMSs                        : 12.390244
C01_Number_of_Selection_Fail_Timesteps             : 80.304878
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 91.447154
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.987701
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 571.675448
G02_Estimation_Error_Reference(sim)                : 614.391324
