97.167622	202.394459
N_steps             : 20001
error(proposed)     : 97.167622
error(original)     : 202.394459
A01_Estimator_Total_Time                           : 6137.178278
A02_Estimator_Setup_Time                           : 14.331582
A03_Estimator_Solving_Time                         : 5779.922272
A04_Estimator_Filtering_Process_Time               : 19.147197
A05_Estimator_KF_Process_Time                      : 318.688839
A06_Solver_PMSs_Solving_Time                       : 5624.840591
B01_Number_of_PMSs                                 : 100.590190
B02_Number_of_Filtered_PMSs                        : 19.102052
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001051
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001051
D01_Number_of_Reflections(sim)                     : 6.705055
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.004204
F01_Number_of_Failed_Timesteps                     : 0.001050
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 97.167622
G02_Estimation_Error_Reference(sim)                : 202.394459
