86.326503	225.431947
N_steps             : 20001
error(proposed)     : 86.326503
error(original)     : 225.431947
A01_Estimator_Total_Time                           : 5478.675323
A02_Estimator_Setup_Time                           : 11.693505
A03_Estimator_Solving_Time                         : 5163.473856
A04_Estimator_Filtering_Process_Time               : 16.466372
A05_Estimator_KF_Process_Time                      : 282.942338
A06_Solver_PMSs_Solving_Time                       : 5038.519564
B01_Number_of_PMSs                                 : 86.687528
B02_Number_of_Filtered_PMSs                        : 16.227284
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.004621
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.004621
D01_Number_of_Reflections(sim)                     : 7.844543
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.018484
F01_Number_of_Failed_Timesteps                     : 0.004600
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 86.326503
G02_Estimation_Error_Reference(sim)                : 225.431947
