65.317807	116.947593
N_steps             : 20001
error(proposed)     : 65.317807
error(original)     : 116.947593
A01_Estimator_Total_Time                           : 600.006210
A02_Estimator_Setup_Time                           : 3.241136
A03_Estimator_Solving_Time                         : 531.204277
A04_Estimator_Filtering_Process_Time               : 2.482772
A05_Estimator_KF_Process_Time                      : 62.137670
A06_Solver_PMSs_Solving_Time                       : 514.479016
B01_Number_of_PMSs                                 : 9.999850
B02_Number_of_Filtered_PMSs                        : 4.329427
C01_Number_of_Selection_Fail_Timesteps             : 0.001653
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 0.943209
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.001650
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 65.317807
G02_Estimation_Error_Reference(sim)                : 116.947593
G03_Estimation_Error_Except_Fail                   : 65.117212
G04_Estimation_Error_Except_Fail_Ref               : 115.953203
G05_Estimation_Error_Except_Strict_Fail            : 65.117212
G06_Estimation_Error_Except_Strict_Fail_Ref        : 115.953203
H01_Reception_Fails(<3)                            : 0.001650
H02_Reception_Fails_Ref.(<3)                       : 0.001650
H03_Strict_Reception_Fails(<_NV)                   : 0.001650
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.001650
