220.320974	232.523131
N_steps             : 20001
error(proposed)     : 220.320974
error(original)     : 232.523131
A01_Estimator_Total_Time                           : 702.795019
A02_Estimator_Setup_Time                           : 3.731167
A03_Estimator_Solving_Time                         : 623.885518
A04_Estimator_Filtering_Process_Time               : 3.222404
A05_Estimator_KF_Process_Time                      : 70.032694
A06_Solver_PMSs_Solving_Time                       : 601.771036
B01_Number_of_PMSs                                 : 13.089269
B02_Number_of_Filtered_PMSs                        : 5.107308
B03_Number_of_PMSs_to_KF                           : 5.107308
C01_Number_of_Selection_Fail_Timesteps             : 1.049913
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 0.768576
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.512174
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 220.320974
G02_Estimation_Error_Reference(sim)                : 232.523131
G03_Estimation_Error_Except_Fail                   : 121.361491
G04_Estimation_Error_Except_Fail_Ref               : 102.572696
G05_Estimation_Error_Except_Strict_Fail            : 121.361491
G06_Estimation_Error_Except_Strict_Fail_Ref        : 102.572696
H01_Reception_Fails(<3)                            : 0.512174
H02_Reception_Fails_Ref.(<3)                       : 0.512174
H03_Strict_Reception_Fails(<_NV)                   : 0.512174
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.512174
