22.506187	110.552912
N_steps             : 20001
error(proposed)     : 22.506187
error(original)     : 110.552912
A01_Estimator_Total_Time                           : 4286.039753
A02_Estimator_Setup_Time                           : 2.644857
A03_Estimator_Solving_Time                         : 4208.649972
A04_Estimator_Filtering_Process_Time               : 14.661518
A05_Estimator_KF_Process_Time                      : 58.038436
A06_Solver_PMSs_Solving_Time                       : 4091.505495
B01_Number_of_PMSs                                 : 72.037170
B02_Number_of_Filtered_PMSs                        : 3.289158
B03_Number_of_PMSs_to_KF                           : 3.289158
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.012863
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.012863
D01_Number_of_Reflections(sim)                     : 3.059807
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.064314
F01_Number_of_Failed_Timesteps                     : 0.012699
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 22.506187
G02_Estimation_Error_Reference(sim)                : 110.552912
G03_Estimation_Error_Except_Fail                   : 22.506187
G04_Estimation_Error_Except_Fail_Ref               : 110.552912
G05_Estimation_Error_Except_Strict_Fail            : 22.506187
G06_Estimation_Error_Except_Strict_Fail_Ref        : 110.552912
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
