120.970933	236.156542
N_steps             : 20001
error(proposed)     : 120.970933
error(original)     : 236.156542
A01_Estimator_Total_Time                           : 1812.217413
A02_Estimator_Setup_Time                           : 5.952314
A03_Estimator_Solving_Time                         : 1663.851539
A04_Estimator_Filtering_Process_Time               : 4.994796
A05_Estimator_KF_Process_Time                      : 135.372029
A06_Solver_PMSs_Solving_Time                       : 1619.786790
B01_Number_of_PMSs                                 : 27.951063
B02_Number_of_Filtered_PMSs                        : 9.410008
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000801
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000801
D01_Number_of_Reflections(sim)                     : 6.703378
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.002402
F01_Number_of_Failed_Timesteps                     : 0.000800
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 120.970933
G02_Estimation_Error_Reference(sim)                : 236.156542
