48.597688	79.834548
N_steps             : 20001
error(proposed)     : 48.597688
error(original)     : 79.834548
A01_Estimator_Total_Time                           : 466.103730
A02_Estimator_Setup_Time                           : 2.566158
A03_Estimator_Solving_Time                         : 410.344781
A04_Estimator_Filtering_Process_Time               : 1.650313
A05_Estimator_KF_Process_Time                      : 50.499524
A06_Solver_PMSs_Solving_Time                       : 397.929312
B01_Number_of_PMSs                                 : 8.792190
B02_Number_of_Filtered_PMSs                        : 3.730663
B03_Number_of_PMSs_to_KF                           : 3.730663
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.001302
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.001302
D01_Number_of_Reflections(sim)                     : 0.909587
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.003905
F01_Number_of_Failed_Timesteps                     : 0.001300
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 48.597688
G02_Estimation_Error_Reference(sim)                : 79.834548
G03_Estimation_Error_Except_Fail                   : 48.597688
G04_Estimation_Error_Except_Fail_Ref               : 79.834548
G05_Estimation_Error_Except_Strict_Fail            : 48.597688
G06_Estimation_Error_Except_Strict_Fail_Ref        : 79.834548
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
