58.163528	119.033394
N_steps             : 20001
error(proposed)     : 58.163528
error(original)     : 119.033394
A01_Estimator_Total_Time                           : 621.798669
A02_Estimator_Setup_Time                           : 3.109655
A03_Estimator_Solving_Time                         : 553.177002
A04_Estimator_Filtering_Process_Time               : 1.943827
A05_Estimator_KF_Process_Time                      : 62.512113
A06_Solver_PMSs_Solving_Time                       : 534.695464
B01_Number_of_PMSs                                 : 10.521256
B02_Number_of_Filtered_PMSs                        : 4.338362
C01_Number_of_Selection_Fail_Timesteps             : 0.015542
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000305
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000305
D01_Number_of_Reflections(sim)                     : 0.809234
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000914
F01_Number_of_Failed_Timesteps                     : 0.015599
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 58.163528
G02_Estimation_Error_Reference(sim)                : 119.033394
G03_Estimation_Error_Except_Fail                   : 54.898710
G04_Estimation_Error_Except_Fail_Ref               : 115.029676
G05_Estimation_Error_Except_Strict_Fail            : 54.898710
G06_Estimation_Error_Except_Strict_Fail_Ref        : 115.029676
H01_Reception_Fails(<3)                            : 0.015299
H02_Reception_Fails_Ref.(<3)                       : 0.015299
H03_Strict_Reception_Fails(<_NV)                   : 0.015299
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.015299
