111.012008	85.451583
N_steps             : 20000
error(proposed)     : 111.012008
error(original)     : 85.451583
A01_Estimator_Total_Time                           : 4287831.437280
A02_Estimator_Setup_Time                           : 7.594306
A03_Estimator_Solving_Time                         : 4223797.417897
A04_Estimator_Filtering_Process_Time               : 17813.599980
A05_Estimator_KF_Process_Time                      : 37317.078337
A06_Solver_PMSs_Solving_Time                       : 4148655.399970
B01_Number_of_PMSs                                 : 87215.000402
B02_Number_of_Filtered_PMSs                        : 3179.398162
B03_Number_of_PMSs_to_KF                           : 3179.398162
C01_Number_of_Selection_Fail_Timesteps             : 0.004067
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000251
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000251
D01_Number_of_Reflections(sim)                     : 2.058351
D02_Number_of_Reflections_Twice(sim)               : 0.045295
E01_Number_of_Selected_Beacons                     : 4.955659
F01_Number_of_Failed_Timesteps                     : 0.004300
F02_Number_of_Timesteps                            : 20000.000000
G01_Estimation_Error(sim)                          : 111.012008
G02_Estimation_Error_Reference(sim)                : 85.451583
G03_Estimation_Error_Except_Fail                   : 110.399328
G04_Estimation_Error_Except_Fail_Ref               : 85.268200
G05_Estimation_Error_Except_Strict_Fail            : 109.504165
G06_Estimation_Error_Except_Strict_Fail_Ref        : 78.310414
H01_Reception_Fails(<3)                            : 0.004050
H02_Reception_Fails_Ref.(<3)                       : 0.004050
H03_Strict_Reception_Fails(<_NV)                   : 0.042950
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.042950
