94.184145	115.784355
N_steps             : 20001
error(proposed)     : 94.184145
error(original)     : 115.784355
A01_Estimator_Total_Time                           : 586.271732
A02_Estimator_Setup_Time                           : 3.592178
A03_Estimator_Solving_Time                         : 522.432180
A04_Estimator_Filtering_Process_Time               : 1.588877
A05_Estimator_KF_Process_Time                      : 57.767080
A06_Solver_PMSs_Solving_Time                       : 509.946884
B01_Number_of_PMSs                                 : 8.710563
B02_Number_of_Filtered_PMSs                        : 4.112184
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000350
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000350
D01_Number_of_Reflections(sim)                     : 1.694808
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.001050
F01_Number_of_Failed_Timesteps                     : 0.000350
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 94.184145
G02_Estimation_Error_Reference(sim)                : 115.784355
G03_Estimation_Error_Except_Fail                   : 94.184145
G04_Estimation_Error_Except_Fail_Ref               : 115.784355
G05_Estimation_Error_Except_Strict_Fail            : 94.184145
G06_Estimation_Error_Except_Strict_Fail_Ref        : 115.784355
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
