21.482941	243.793296
N_steps             : 20001
error(proposed)     : 21.482941
error(original)     : 243.793296
A01_Estimator_Total_Time                           : 3608.285893
A02_Estimator_Setup_Time                           : 2.744356
A03_Estimator_Solving_Time                         : 3545.894552
A04_Estimator_Filtering_Process_Time               : 11.013695
A05_Estimator_KF_Process_Time                      : 45.662536
A06_Solver_PMSs_Solving_Time                       : 3451.903833
B01_Number_of_PMSs                                 : 75.017809
B02_Number_of_Filtered_PMSs                        : 3.381007
B03_Number_of_PMSs_to_KF                           : 3.381007
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.003361
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.003361
D01_Number_of_Reflections(sim)                     : 11.586235
D02_Number_of_Reflections_Twice(sim)               : 0.004716
E01_Number_of_Selected_Beacons                     : 5.016805
F01_Number_of_Failed_Timesteps                     : 0.003350
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 21.482941
G02_Estimation_Error_Reference(sim)                : 243.793296
G03_Estimation_Error_Except_Fail                   : 21.482941
G04_Estimation_Error_Except_Fail_Ref               : 243.793296
G05_Estimation_Error_Except_Strict_Fail            : 21.482941
G06_Estimation_Error_Except_Strict_Fail_Ref        : 243.793296
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
