26.756355	61.029388
N_steps             : 20001
error(proposed)     : 26.756355
error(original)     : 61.029388
A01_Estimator_Total_Time                           : 1272.099904
A02_Estimator_Setup_Time                           : 3.174126
A03_Estimator_Solving_Time                         : 1209.003229
A04_Estimator_Filtering_Process_Time               : 3.868460
A05_Estimator_KF_Process_Time                      : 54.788738
A06_Solver_PMSs_Solving_Time                       : 1174.612796
B01_Number_of_PMSs                                 : 22.468490
B02_Number_of_Filtered_PMSs                        : 3.668550
B03_Number_of_PMSs_to_KF                           : 3.668550
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.009183
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.009183
D01_Number_of_Reflections(sim)                     : 0.939502
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.014683
F01_Number_of_Failed_Timesteps                     : 0.009100
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 26.756355
G02_Estimation_Error_Reference(sim)                : 61.029388
G03_Estimation_Error_Except_Fail                   : 26.756355
G04_Estimation_Error_Except_Fail_Ref               : 61.029388
G05_Estimation_Error_Except_Strict_Fail            : 26.469499
G06_Estimation_Error_Except_Strict_Fail_Ref        : 61.076201
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.021849
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.021849
