40.290502	47.815825
N_steps             : 20001
error(proposed)     : 40.290502
error(original)     : 47.815825
A01_Estimator_Total_Time                           : 1431.813101
A02_Estimator_Setup_Time                           : 3.782993
A03_Estimator_Solving_Time                         : 1367.002390
A04_Estimator_Filtering_Process_Time               : 3.936632
A05_Estimator_KF_Process_Time                      : 55.762803
A06_Solver_PMSs_Solving_Time                       : 1329.910288
B01_Number_of_PMSs                                 : 25.231501
B02_Number_of_Filtered_PMSs                        : 3.977826
B03_Number_of_PMSs_to_KF                           : 3.977826
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.017190
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.017190
D01_Number_of_Reflections(sim)                     : 1.080863
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.068759
F01_Number_of_Failed_Timesteps                     : 0.016899
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 40.290502
G02_Estimation_Error_Reference(sim)                : 47.815825
G03_Estimation_Error_Except_Fail                   : 40.290502
G04_Estimation_Error_Except_Fail_Ref               : 47.815825
G05_Estimation_Error_Except_Strict_Fail            : 40.290502
G06_Estimation_Error_Except_Strict_Fail_Ref        : 47.815825
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
