22.574830	229.185774
N_steps             : 20001
error(proposed)     : 22.574830
error(original)     : 229.185774
A01_Estimator_Total_Time                           : 3897.195184
A02_Estimator_Setup_Time                           : 4.010204
A03_Estimator_Solving_Time                         : 3825.348296
A04_Estimator_Filtering_Process_Time               : 12.300141
A05_Estimator_KF_Process_Time                      : 52.764703
A06_Solver_PMSs_Solving_Time                       : 3725.853574
B01_Number_of_PMSs                                 : 74.696793
B02_Number_of_Filtered_PMSs                        : 3.345783
B03_Number_of_PMSs_to_KF                           : 3.345783
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.005379
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.005379
D01_Number_of_Reflections(sim)                     : 9.945712
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.026893
F01_Number_of_Failed_Timesteps                     : 0.005350
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 22.574830
G02_Estimation_Error_Reference(sim)                : 229.185774
G03_Estimation_Error_Except_Fail                   : 22.574830
G04_Estimation_Error_Except_Fail_Ref               : 229.185774
G05_Estimation_Error_Except_Strict_Fail            : 22.574830
G06_Estimation_Error_Except_Strict_Fail_Ref        : 229.185774
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
