23.684096	60.719409
N_steps             : 20001
error(proposed)     : 23.684096
error(original)     : 60.719409
A01_Estimator_Total_Time                           : 1097.735104
A02_Estimator_Setup_Time                           : 3.680915
A03_Estimator_Solving_Time                         : 1030.021272
A04_Estimator_Filtering_Process_Time               : 4.296804
A05_Estimator_KF_Process_Time                      : 58.440569
A06_Solver_PMSs_Solving_Time                       : 1001.866418
B01_Number_of_PMSs                                 : 19.148553
B02_Number_of_Filtered_PMSs                        : 3.632423
B03_Number_of_PMSs_to_KF                           : 3.632423
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.008217
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.008217
D01_Number_of_Reflections(sim)                     : 1.288991
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 4.032866
F01_Number_of_Failed_Timesteps                     : 0.008150
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 23.684096
G02_Estimation_Error_Reference(sim)                : 60.719409
G03_Estimation_Error_Except_Fail                   : 23.684096
G04_Estimation_Error_Except_Fail_Ref               : 60.719409
G05_Estimation_Error_Except_Strict_Fail            : 23.684096
G06_Estimation_Error_Except_Strict_Fail_Ref        : 60.719409
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
