82.344392	114.262354
N_steps             : 20001
error(proposed)     : 82.344392
error(original)     : 114.262354
A01_Estimator_Total_Time                           : 590.128394
A02_Estimator_Setup_Time                           : 3.191240
A03_Estimator_Solving_Time                         : 521.989501
A04_Estimator_Filtering_Process_Time               : 2.074746
A05_Estimator_KF_Process_Time                      : 62.007050
A06_Solver_PMSs_Solving_Time                       : 506.154642
B01_Number_of_PMSs                                 : 8.862757
B02_Number_of_Filtered_PMSs                        : 4.105145
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000000
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000000
D01_Number_of_Reflections(sim)                     : 1.530973
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.000000
F01_Number_of_Failed_Timesteps                     : 0.000000
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 82.344392
G02_Estimation_Error_Reference(sim)                : 114.262354
G03_Estimation_Error_Except_Fail                   : 82.344392
G04_Estimation_Error_Except_Fail_Ref               : 114.262354
G05_Estimation_Error_Except_Strict_Fail            : 82.344392
G06_Estimation_Error_Except_Strict_Fail_Ref        : 114.262354
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
