100.478153	431.737525
N_steps             : 20001
error(proposed)     : 100.478153
error(original)     : 431.737525
A01_Estimator_Total_Time                           : 7904.045740
A02_Estimator_Setup_Time                           : 1849.328552
A03_Estimator_Solving_Time                         : 5711.947390
A04_Estimator_Filtering_Process_Time               : 23.837855
A05_Estimator_KF_Process_Time                      : 315.865791
A06_Solver_PMSs_Solving_Time                       : 5545.687196
B01_Number_of_PMSs                                 : 108.752094
B02_Number_of_Filtered_PMSs                        : 18.950449
C01_Number_of_Selection_Fail_Timesteps             : 0.002959
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.000150
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.000150
D01_Number_of_Reflections(sim)                     : 4.071618
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 3.849842
F01_Number_of_Failed_Timesteps                     : 0.003100
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 100.478153
G02_Estimation_Error_Reference(sim)                : 431.737525
