21.707146	243.109090
N_steps             : 20001
error(proposed)     : 21.707146
error(original)     : 243.109090
A01_Estimator_Total_Time                           : 3485.499449
A02_Estimator_Setup_Time                           : 3.364228
A03_Estimator_Solving_Time                         : 3420.433216
A04_Estimator_Filtering_Process_Time               : 12.018487
A05_Estimator_KF_Process_Time                      : 47.877004
A06_Solver_PMSs_Solving_Time                       : 3330.832916
B01_Number_of_PMSs                                 : 74.967485
B02_Number_of_Filtered_PMSs                        : 3.366333
B03_Number_of_PMSs_to_KF                           : 3.366333
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.002054
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.002054
D01_Number_of_Reflections(sim)                     : 11.633617
D02_Number_of_Reflections_Twice(sim)               : 0.004760
E01_Number_of_Selected_Beacons                     : 5.010271
F01_Number_of_Failed_Timesteps                     : 0.002050
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 21.707146
G02_Estimation_Error_Reference(sim)                : 243.109090
G03_Estimation_Error_Except_Fail                   : 21.707146
G04_Estimation_Error_Except_Fail_Ref               : 243.109090
G05_Estimation_Error_Except_Strict_Fail            : 21.707146
G06_Estimation_Error_Except_Strict_Fail_Ref        : 243.109090
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.000000
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.000000
