24.921876	57.971179
N_steps             : 20001
error(proposed)     : 24.921876
error(original)     : 57.971179
A01_Estimator_Total_Time                           : 4317.716916
A02_Estimator_Setup_Time                           : 5.591903
A03_Estimator_Solving_Time                         : 4231.511501
A04_Estimator_Filtering_Process_Time               : 12.316916
A05_Estimator_KF_Process_Time                      : 65.909489
A06_Solver_PMSs_Solving_Time                       : 4115.222434
B01_Number_of_PMSs                                 : 79.392728
B02_Number_of_Filtered_PMSs                        : 4.163899
B03_Number_of_PMSs_to_KF                           : 4.163899
C01_Number_of_Selection_Fail_Timesteps             : 0.000000
C02_Number_of_opt1_Fail                            : 0.000000
C03_Number_of_Threshold_opt_Fail                   : 0.031511
C04_Number_of_Kalman_Filter_Fail_Timesteps         : 0.031511
D01_Number_of_Reflections(sim)                     : 1.031047
D02_Number_of_Reflections_Twice(sim)               : 0.000000
E01_Number_of_Selected_Beacons                     : 5.148840
F01_Number_of_Failed_Timesteps                     : 0.030548
F02_Number_of_Timesteps                            : 20001.000000
G01_Estimation_Error(sim)                          : 24.921876
G02_Estimation_Error_Reference(sim)                : 57.971179
G03_Estimation_Error_Except_Fail                   : 24.921876
G04_Estimation_Error_Except_Fail_Ref               : 57.971179
G05_Estimation_Error_Except_Strict_Fail            : 23.466038
G06_Estimation_Error_Except_Strict_Fail_Ref        : 57.764906
H01_Reception_Fails(<3)                            : 0.000000
H02_Reception_Fails_Ref.(<3)                       : 0.000000
H03_Strict_Reception_Fails(<_NV)                   : 0.008450
H04_Strict_Reception_Fails_Ref.(<_NV)              : 0.008450
